Airport_Name,Aircraft_Make_Model,Effect_Amount_of_damage,Flight_Date,Aircraft_Airline_Operator,Origin_State,Phase_of_flight,Wildlife_Size,Wildlife_Species,Time_of_day,Cost_Other,Cost_Repair,Cost_Total__,Speed_IAS_in_knots
NASHVILLE INTL,B-737-300,None,2000-06-29,SOUTHWEST AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,120
SAN ANTONIO INTL,B-737-400,None,1994-10-17,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
LAMBERT-ST LOUIS INTL,DC-9,None,1991-11-19,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,Minor,2000-08-26,DELTA AIR LINES,Kentucky,Landing Roll,Large,Unknown bird - large,Day,22718,17373,40091,130
CHARLESTON AFB/INTL ARPT,C-17A,None,1998-10-08,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,1998-09-05,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Ring-billed gull,Night,0,0,0,106
CHARLOTTE/DOUGLAS INTL ARPT,MD-82,None,1997-08-11,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1992-06-14,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727,None,1993-10-05,UPS AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Night,0,0,0,150
SALT LAKE CITY INTL,MD-80,None,1997-03-14,AMERICAN AIRLINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140
KANSAS CITY INTL,DC-9-50,None,2000-12-17,NORTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,160
FORT LAUDERDALE/HOLLYWOOD INTL,B-767-400,Minor,2000-10-15,DELTA AIR LINES,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
NASHVILLE INTL,MD-80,None,1992-09-12,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
PHOENIX SKY HARBOR,A-320,None,1998-08-20,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
JOHN F KENNEDY INTL,SHORTS 360,None,1992-04-16,AMERICAN EAGLE AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,120
SALT LAKE CITY INTL,B-737-300,Minor,1997-08-25,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1994-01-10,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125
SEATTLE-TACOMA INTL,B-757-200,None,1996-09-01,US AIRWAYS*,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,170
PHOENIX SKY HARBOR,DC-8-61,None,1997-03-21,ABX AIR,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1992-04-23,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
MEMPHIS INTL,B-727-100,Minor,2001-10-27,FEDEX EXPRESS,Tennessee,Approach,Large,Unknown bird - large,Night,0,6508,6508,
WILL ROGERS WORLD ARPT,B-717-200,None,2001-08-20,TRANS WORLD AIRLINES,Oklahoma,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,Medium,1994-08-29,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
LOS ANGELES INTL,A-319,None,1999-08-03,UNITED AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,
LIHUE ARPT,B-737-200,None,1999-12-08,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,120
NASHVILLE INTL,SAAB-340,None,1993-07-28,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Large,Unknown bird - large,Dusk,0,0,0,115
DETROIT METRO WAYNE COUNTY ARPT,MD-83,Minor,1997-09-11,AMERICAN AIRLINES,Michigan,Climb,Small,Unknown bird - small,Night,0,0,0,170
HOUSTON-HOBBY,B-737-500,Minor,1990-08-24,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
PORT COLUMBUS INTL,FOKKER F100,None,1991-06-11,US AIRWAYS*,Ohio,Landing Roll,Small,European starling,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,MD-80,None,2001-01-02,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
GEORGE BUSH INTERCONTINENTAL,DC-8-61,None,2001-05-15,ABX AIR,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-727,None,2000-09-18,AMERICAN AIRLINES,Florida,Take-off run,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,FOKKER F100,None,1994-08-05,AMERICAN AIRLINES,Tennessee,Climb,Small,Barn swallow,Day,0,0,0,180
LOGAN INTL,DC-10-10,None,1991-05-29,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,210
WASHINGTON DULLES INTL ARPT,B-737-200,None,1999-04-19,US AIRWAYS*,DC,Descent,Small,Unknown bird - small,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-757-200,None,2000-10-04,NORTHWEST AIRLINES,Michigan,Take-off run,Medium,Ring-billed gull,Day,0,0,0,70
PHILADELPHIA INTL,B-727,None,1998-10-15,UPS AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,134
LOUISVILLE INTL ARPT,BE-58  BARON,Minor,1993-08-04,PRIVATELY OWNED,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,L-1011,Medium,1994-11-21,DELTA AIR LINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,DC-9-30,None,2001-01-02,US AIRWAYS*,New Jersey,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,145
HONOLULU INTL ARPT,C-5B,None,2002-03-15,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,134
LOUISVILLE INTL ARPT,B-757-200,None,2001-07-20,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
PHILADELPHIA INTL,B-727-200,None,1993-10-28,DELTA AIR LINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,220
ATLANTA INTL,B-717-200,None,2000-10-26,AIRTRAN AIRWAYS,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
CHARLOTTE/DOUGLAS INTL ARPT,B-737,None,1994-03-18,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,135
SAN ANTONIO INTL,B-737-300,None,1997-05-04,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,2000-04-20,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,Small,Savannah sparrow,Day,0,0,0,
NASHVILLE INTL,B-737-300,Substantial,1994-08-31,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,95
BALTIMORE WASH INTL,B-727,None,1992-08-28,ATLANTIC SOUTHEAST,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,120
PORTLAND INTL (OR),B-727,None,1994-03-05,UNITED AIRLINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,B-767-300,None,1998-06-24,DELTA AIR LINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,160
DENVER INTL AIRPORT,B-737-200,None,1997-12-30,FRONTIER AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,160
CHARLESTON AFB/INTL ARPT,C-17A,None,2001-03-07,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130
EPPLEY AIRFIELD,CL-RJ100/200,None,1999-08-04,COMAIR AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,110
RONALD REAGAN WASHINGTON NATL,B-727,None,1995-09-26,DELTA AIR LINES,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
LOGAN INTL,B-737-400,None,1995-10-19,US AIRWAYS*,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,155
CHICAGO O'HARE INTL ARPT,KC-135R,None,1992-09-02,MILITARY,Illinois,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
LIHUE ARPT,CITATION II,None,1991-05-15,BUSINESS,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
SAN FRANCISCO INTL ARPT,B-747-400,None,2001-02-01,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,SHORTS 360,None,1991-01-09,ALLEGHENYAIRLINES,Pennsylvania,Approach,Large,Unknown bird - large,Day,0,0,0,100
SACRAMENTO INTL,A-320,Minor,2001-07-08,NORTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141B,None,1993-08-18,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,130
METRO OAKLAND INTL,B-737-500,None,1998-10-10,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,Medium,2000-09-28,FEDEX EXPRESS,Michigan,Climb,Large,Canada goose,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1997-09-30,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
LOS ANGELES INTL,DA-50 FALCON,None,1990-11-07,BUSINESS,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-737-300,Minor,1998-10-02,AMERICA WEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,7044,7044,90
SEATTLE-TACOMA INTL,DC-10,None,1990-07-09,NORTHWEST AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
DENVER INTL AIRPORT,B-727-200,None,1997-12-24,UNITED AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO MIDWAY INTL ARPT,B-737-200,None,1998-08-30,AIRTRAN AIRWAYS,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60
PORTLAND INTL (OR),B-737-400,None,1997-07-09,ALASKA AIRLINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,KC-10A,None,1993-04-27,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,C-560,Minor,1994-08-16,BUSINESS,North Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,DC-10-30,Minor,1997-11-14,CONTINENTAL AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,220
SAN ANTONIO INTL,B-737-400,None,1994-10-30,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,135
NASHVILLE INTL,B-727-200,None,1992-04-03,AMERICAN AIRLINES,Tennessee,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,100
NEWARK LIBERTY INTL ARPT,B-727-200,None,1993-07-23,ATLANTIC SOUTHEAST,New Jersey,Approach,Small,European starling,Dusk,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,Minor,1996-10-01,US AIRWAYS*,North Carolina,Descent,Medium,Unknown bird - medium,Day,0,0,0,160
LOUISVILLE INTL ARPT,DC-8,None,1992-09-22,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,190
LOUISVILLE INTL ARPT,B-727,None,1995-07-16,AMERICAN AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-737-400,None,1995-09-11,US AIRWAYS*,DC,Descent,Large,Unknown bird - large,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1993-10-13,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,
NASHVILLE INTL,MD-82,None,1994-10-23,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,1990-10-10,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,1997-02-20,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
SALT LAKE CITY INTL,B-727-200,Medium,1996-09-21,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,1991-12-06,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
TETERBORO AIRPORT,LEARJET-31,Minor,1999-01-25,BUSINESS,New Jersey,Approach,Medium,Mallard,Night,0,0,0,
WILL ROGERS WORLD ARPT,C-130H,None,2000-05-03,MILITARY,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,200
CLEVELAND-HOPKINS INTL ARPT,BE-1900,None,2001-04-28,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,European starling,Day,0,0,0,120
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,1997-10-04,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,145
CHARLESTON AFB/INTL ARPT,C-17A,C,2000-04-24,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,32073,32073,
FORT LAUDERDALE/HOLLYWOOD INTL,DC-10-10,None,2002-01-24,FEDEX EXPRESS,Florida,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,B-757-200,None,1993-09-19,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,133
PHILADELPHIA INTL,SHORTS 360,None,1993-05-06,ALLEGHENYAIRLINES,Pennsylvania,Landing Roll,Small,European starling,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,B-727,None,1993-09-03,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1992-07-24,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
SACRAMENTO INTL,B-737-300,Minor,1996-12-23,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,
LOGAN INTL,MD-80,None,1991-06-05,US AIRWAYS*,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MINETA SAN JOSE INTL,B-727,None,1997-10-13,DELTA AIR LINES,California,Landing Roll,Large,Unknown bird - large,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,1996-09-25,AMERICAN AIRLINES,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,145
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1993-05-03,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,160
PHILADELPHIA INTL,B-737-400,None,2001-05-01,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,B-727-200,None,1993-01-10,AMERICAN AIRLINES,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,200
MINETA SAN JOSE INTL,MD-80,None,1993-01-29,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
PORT COLUMBUS INTL,DORNIER 328,None,2001-09-08,ATLANTIC COAST AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
WASHINGTON DULLES INTL ARPT,DC-9-30,None,1997-05-08,NORTHWEST AIRLINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,2001-08-27,ATLANTIC COAST AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-300,None,2002-06-11,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170
SAN ANTONIO INTL,B-727-200,None,1999-10-15,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1999-10-24,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
JOHN F KENNEDY INTL,MD-11,None,1995-06-17,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1993-09-10,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,140
SAN ANTONIO INTL,B-727-200,None,1992-10-08,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,280
NEW ORLEANS INTL,B-727-200,None,1997-08-18,AMERICAN AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,230
NEW ORLEANS INTL,B-737-200,None,1994-06-16,AMERICAN AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,155
SAN ANTONIO INTL,B-737-500,None,1992-08-03,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2001-12-28,COMAIR AIRLINES,Kentucky,Approach,Small,European starling,Dawn,0,0,0,140
GEORGE BUSH INTERCONTINENTAL,FOKKER F100,None,1994-10-03,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250
GEORGE BUSH INTERCONTINENTAL,B-737-300,None,1994-11-21,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-11-06,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,0
SALT LAKE CITY INTL,B-737,None,1993-09-14,CONTINENTAL AIRLINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,C-208,Minor,1990-11-27,FEDEX EXPRESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1996-10-29,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,159
LOUISVILLE INTL ARPT,B-737-400,None,1994-06-15,US AIRWAYS*,Kentucky,Climb,Small,European starling,Dawn,0,0,0,135
LAMBERT-ST LOUIS INTL,A-319,None,2001-05-03,AMERICA WEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,
HONOLULU INTL ARPT,B-737,None,1990-10-06,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,DC-10-10,None,1999-04-10,UNITED AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,PA-31 NAVAJO,None,1994-09-13,BUSINESS,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-04-06,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
PORTLAND INTL (OR),F-15,None,1995-09-22,MILITARY,Oregon,Climb,Small,Barn swallow,Day,0,0,0,230
PORTLAND INTL (OR),L-1011,None,1999-09-13,DELTA AIR LINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,Minor,2001-11-02,AMERICAN EAGLE AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-500,Minor,1993-07-14,UNITED AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,
NASHVILLE INTL,B-727,None,1991-05-06,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
SALT LAKE CITY INTL,B-737,None,1995-04-04,UNITED AIRLINES,Utah,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,150
MINNEAPOLIS-ST PAUL INTL,B-727,None,1992-06-16,NORTHWEST AIRLINES,Minnesota,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
NEW ORLEANS INTL,B-737-200,Substantial,1993-11-27,SOUTHWEST AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,180
JOHN F KENNEDY INTL,B-767-300,None,1997-08-12,AMERICAN AIRLINES,New York,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LIHUE ARPT,B-737-200,None,1997-02-03,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Barn owl,Dawn,0,0,0,135
HONOLULU INTL ARPT,B-737-200,None,1997-11-23,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,MD-80,None,1993-05-11,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,130
WILL ROGERS WORLD ARPT,MD-82,None,1991-05-07,AMERICAN AIRLINES,Oklahoma,Approach,Medium,Unknown bird - medium,Day,0,0,0,160
PORTLAND INTL (OR),MD-80,None,1996-08-18,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEW ORLEANS INTL,B-727,None,1993-04-26,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-03,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,210
MEMPHIS INTL,BE-400 BJET,None,2000-07-21,BUSINESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,170
BALTIMORE WASH INTL,B-737-700,None,2001-05-03,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,170
BALTIMORE WASH INTL,BA-41 JETSTR,None,1997-09-16,TRANS STATES AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,1999-09-13,HORIZON AIR,Washington,Approach,Small,Unknown bird - small,Dawn,0,0,0,150
PORTLAND INTL (OR),MD-83,None,1998-09-10,AMERICAN AIRLINES,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,110
ORLANDO INTL,B-737-200,None,1999-07-09,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150
SACRAMENTO INTL,HAWKER-SDLY HS125,None,1994-02-08,BUSINESS,California,Approach,Large,Unknown bird - large,Night,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,2002-03-31,HORIZON AIR,Washington,Approach,Small,Unknown bird - small,Dawn,0,0,0,115
LIHUE ARPT,DC-10,None,1991-06-22,UNITED AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,151
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,2002-05-01,UNITED AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
GREATER PITTSBURGH,MD-80,None,2001-09-15,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-17A,None,1997-04-24,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,ATR-42,Medium,2000-04-29,EXPRESSJET (CONTINENTAL EXPRS),Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,200
LOUISVILLE INTL ARPT,DC-9,None,2000-09-20,NORTHWEST AIRLINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-737-300,None,1993-11-19,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Day,0,0,0,210
NASHVILLE INTL,MD-80,None,1990-08-05,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,2000-05-29,COMAIR AIRLINES,Kentucky,Approach,Small,European starling,Day,0,0,0,120
ORLANDO INTL,CL-RJ100/200,Minor,2001-10-15,COMAIR AIRLINES,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
PHILADELPHIA INTL,DC-9,None,1999-05-31,AIR CANADA,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,1995-08-06,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,160
PHOENIX SKY HARBOR,A-320,None,2001-03-24,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,B-737-200,None,2001-05-06,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140
HOUSTON-HOBBY,B-737-300,None,1998-11-25,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135
LOUISVILLE INTL ARPT,B-757-200,None,2002-04-20,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,EMB-120,None,1995-09-20,MESA AIRLINES,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1992-07-12,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,BA-31 JETSTR,None,1997-12-30,TRANS STATES AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
ORLANDO INTL,B-737-300,None,1999-12-18,SOUTHWEST AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
JOHN F KENNEDY INTL,B-767-200,None,1997-12-15,UNITED AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SAN ANTONIO INTL,A-310,None,2002-05-29,FEDEX EXPRESS,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
DENVER INTL AIRPORT,A-319,None,2001-05-20,AIR CANADA,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MINNEAPOLIS-ST PAUL INTL,MD-88,None,2002-06-19,DELTA AIR LINES,Minnesota,Landing Roll,Medium,Mallard,Dusk,0,0,0,140
ATLANTA INTL,MD-88,None,1991-08-23,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,131
